Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
pp71_D1191_RM18,0,0.057005927,0.009748773,0.047362732,0.07171575,0.064074218,0.094074174,0,0,0,0.116393279,0,0.085902659,0.14541363,0,0,0,0,0,0,0,0.308308858,0,0.401184763,0.927801259
pp71_D1191_RM19,0.041249301,0.127116592,0,0.093112757,0.048272916,0.064756993,0.176005742,0,0,0,0.174115227,0,0.116572957,0.021087075,0,0.014590032,0,0,0,0.012786917,0,0.11033349,0,0.408468981,0.914633087
pp71_D1191_RM17,0,0.088337628,0.084696735,0.019527146,0.077250646,0.081508268,0.09318,0,0,0,0.081840249,0,0.135450499,0.085849169,0,0,0,0.001702853,0,0.011628982,0,0.239027826,0,0.353193388,0.945159978
TB6Ag_D1219_RM10,0.035249964,0.171998623,0.006970767,0.046140192,0.097830334,0.150343968,0.141519848,0,0,0,0.181147791,0,0.081185437,0,0,0.004215605,0,0.00398733,0,0,0,0.079410141,0,0.3907838,0.927490582
TB6Ag_D1219_RM11,0.032622512,0.053762387,0.010656214,0.147288736,0.031155473,0,0.185422643,0,0,0,0.140393334,0,0.081414255,0.047020894,0,0,0.003179458,0,0,0.035679107,0,0.231404987,0,0.354653201,0.945025245
TB6Ag_D1219_RM12,0.003778796,0.057759547,0.010304119,0.151633448,0.083021267,0,0.30254067,0,0,0,0.228619752,0,0.063095911,0,0,0.018776687,0.008166862,0,0,0,0.013847941,0.058455,0,0.370360286,0.941865615
TB6Ag_D1219_RM3,0,0.136324344,0.010148055,0.016836966,0.103130986,0.177615851,0.092321354,0,0,0,0.181021327,0,0.085478012,0.036812046,0,0.003768863,0.000439929,0.001107386,0,0,0.00765615,0.147338732,0,0.280941611,0.982947775
TB6Ag_D1219_RM1,0.021568193,0.115755875,0.007240259,0.071733964,0.241482949,0.11345698,0.088881871,0,0,0,0.163925541,0,0.084248855,1.03E-05,0,0.01406073,0,0.013559374,0,0,0,0.064075106,0,0.352630828,0.95149648
TB6Ag_D1219_RM2,0,0.069660999,0.001369865,0.085504423,0.265909432,0.110820118,0.147362682,0,0,0,0.212639691,0,0.048602885,0,0,0.005096745,0,0.004786813,0,0,0,0.048246348,0,0.400035327,0.932763871
TB6Ag_D1219_RM7,0.028287882,0.067425113,0.018678629,0.067690631,0.078467879,0.085611954,0.147554371,0,0,0,0.17090096,0,0.085824046,0.042053847,0,0.005147477,0,0,0,0.013966763,0,0.188390449,0,0.361640363,0.940357201
TB6Ag_D1219_RM4,0.022577783,0.028000105,0.022834144,0.019006954,0.050490991,0.098257439,0.163716355,0,0,0,0.13257938,0,0.051158373,0.0378037,0,0,0,0,0,0.128893429,0,0.244681348,0,0.348023372,0.945551129
TB6Ag_D1219_RM6,0.021097573,0.14540205,0,0.147064585,0.013661408,0.104225406,0.158846789,0,0,0,0.184461339,0,0.118474787,0.001007913,0,0.002535043,0,0.000753694,0,0.012277989,0,0.090191426,0,0.322743736,0.963569988
TB6Ag_D1219_RM5,0.021214756,0.155414923,0.011220914,0.078269798,0.031051903,0.087260852,0.11919972,0,0,0,0.111863848,0,0.210598395,0.01166023,0,0,0,0.000751234,0,0.036129282,0,0.125364144,0,0.337668709,0.949988312
TB6Ag_D1219_RM8,0.023581345,0.079958038,0.003007698,0.087953286,0.106348512,0.104090271,0.158409214,0,0,0,0.208150744,0,0.116715619,0.009893718,0,0.004412338,0,0.000431713,0,0.025222401,0,0.071825103,0,0.279791541,0.985250518
TB6Ag_D1219_RM9,0.007037131,0.031421029,0.007137432,0.126552403,0.045352386,0.030792258,0.185117864,0,0,0,0.161006871,0,0.16719126,0.042027896,0,0,0,0,0,0.020206508,0,0.17615696,0,0.386114656,0.928359194
pp71_D1219_RM20,0.033406366,0.066296684,0.004696017,0.025073138,0.10446136,0.142613266,0.130985245,0,0,0,0.153508091,0,0.174333838,0.025558884,0,0.024107177,0,0,0,0.003861949,0,0.111097986,0,0.388427426,0.92475421
pp71_D1219_RM13,0.019344932,0.118807152,0.005359411,0.06927468,0.203642493,0.142445547,0.082262976,0,0,0,0.168266575,0,0.085541314,0.006571844,0,0.014039235,0,0.004920315,0,0,0,0.079523526,0,0.344469616,0.955569981
pp71_D1219_RM14,0.02711926,0.096019855,0.032873671,0.066095045,0.087440796,0.044235372,0.143737694,0,0,0,0.145010988,0,0.062354487,0.025746658,0,0.025836099,0,0,0,0.058244934,0,0.185285141,0,0.325759216,0.954562024
pp71_D1219_RM15,0,0.060571294,0.011336565,0,0.009805517,0.078657951,0.011222701,0,0.060713949,0,0.07834856,0,0.120602742,0.22015071,0,0,0,0,0,0,0.014269538,0.334320474,0,0.458878166,0.900656162
pp71_D1219_RM16,0.002510714,0.040016449,0.016178272,0.039238697,0.143094567,0.093112277,0.24618292,0,0,0,0.172090668,0,0.067604038,0.037264636,0,0,0.005795111,0.001558783,0,0,0,0.135352868,0,0.277185508,0.984786927
pp71_D1219_RM18,0.014145635,0.071834582,0.004862053,0.064837834,0.126493939,0.102655053,0.074499484,0,0,0,0.127302478,0,0.126357933,0.063536886,0,0,0,0.000339568,0,0.002501154,0,0.220633401,0,0.380480674,0.933665386
pp71_D1219_RM19,0,0.099352674,0.004405468,0.030934715,0.024585175,0.023196477,0.10051351,0,0,0,0.068700838,0,0.124747865,0.148271938,0,0,0,0,0,0.014586159,0,0.360705181,0,0.502540731,0.869105271
pp71_D1219_RM17,0,0.05451623,0.037056928,0.038874953,0.069460367,0.036769968,0.094306269,0,0,0,0.065689953,0,0.134460441,0.134412293,0,0,0,0,0,0.020221879,0,0.31423072,0,0.386780221,0.936576629
